,date,tweet,hashtags
40,2020-06-01 23:08:10,"#SindhGovernment extends Lockdown till 30th June.

Educational Institutions, Marriage halls, business centers, sports clubs, gyms, restaurants/cafe, parks, cinemas, large gatherings, Tourism/tourists shall be closed.

Public transport may open after the meeting

#Lockdown #Sindh pic.twitter.com/46xGzszUcC","['#sindhgovernment', '#lockdown', '#sindh']"
41,2020-06-01 23:07:02,"With these figures it is clear that Gurugram lead in telly and this is a serious issue. Request @DC_Gurugram @Dist_Admin_Ggm to be more strict on imposing the guidelines laid by GOI & GOH. With ease in lockdown people are thinking that now not to worry for Covid19, (1/2)  https://twitter.com/diprogurugram1/status/1267454834040549376 …",[]
42,2020-06-01 23:06:11,"Utilization of Lockdown: The renovation and reconstruction of TIA Airport, Kathmandu is going on and has reached its peak point. 🇳🇵🇳🇵🇳🇵👍👍👏👏  pic.twitter.com/gjVvXLOiUo",[]
43,2020-06-01 23:05:16,Great work by @AshokaUniv student @IBansal098 on the change in public mobility across the different phases of the lockdown.  https://twitter.com/ishaanbansal98/status/1267484220714176517 …,[]
44,2020-06-01 23:04:16,"Despite political  hatred, I support today's decision and Imran khan should be appreciated . It was the voice of a poor families.lockdown is not a solution  . Corona alone can't kill to people but with poverty surely large community gonna die.@ImranKhanPTI",[]
45,2020-06-01 23:03:02,"Always good to get surprises & if it's #coffee, well, all the better! Ek choti si unboxing video toh lockdown mein banti hai! 🤗
 https://youtu.be/hyvDeoyKIKw 
#coffee #beanlycoffee #unboxing #delhi #lockdown","['#coffee', '#coffee', '#beanlycoffee', '#unboxing', '#delhi', '#lockdown']"
46,2020-06-01 23:02:18,#freefollower #ınstagood #love #comments4comments @Mabroorahmad8 #selfies #jungkook #rm imdadullah72 #kpop @ Lockdown Days  https://www.instagram.com/p/CA5qWhgjCvO/?igshid=r5dgarje2s80 …,"['#freefollower', '#ınstagood', '#love', '#comments4comments', '#selfies', '#jungkook', '#rm', '#kpop']"
47,2020-06-01 23:01:03,@SarangiSudhansu@High-tech plaza we are in lockdown by the Sarpanch stating that there has been a positive case nearby . Yesterday (Sunday) we were told it will be for 36 hours. Again from Tuesday 7 pm another 36 hours of lockdown has been extended. We want to know if authentic.,[]
48,2020-06-01 23:00:44,"Khudara Lockdown laga Doo! K is Sy phelay sab barbaad ho Jaye!

#Pti #ImranKhan #UsmanBuzdar #coronainlahore #CoronaIsNotAJoke #CoronainPakistan #coronavirus pic.twitter.com/EscmKn9YVd","['#pti', '#imrankhan', '#usmanbuzdar', '#coronainlahore', '#coronaisnotajoke', '#coronainpakistan', '#coronavirus']"
49,2020-06-01 22:59:19,"This was required Modi ji . We have all praises for you . But the help does not get lost on way only , that needs to be ensured . Even now  many poor in villages are complaining about not receiving any help in Lockdown period .  Can there be a Complaint Number for this purpose  ?",[]
50,2020-06-01 22:59:01,"Rather Than Being Critical About #Lockdown #Shutdown #whatever Down ..Let’s Think About The Possible Resolution To Them 
Sulking Is Never A Solution
Raise ur queries & get them escalated ..U can’t have everything the way u want to ..It’s a Pandemic Not Some Fun Game #berealistic – at Bhubaneswar,Orissa","['#lockdown', '#shutdown', '#whatever', '#berealistic']"
51,2020-06-01 22:58:45,How do you behind eligible to test your eyesight by driving 30 miles to a beauty spot on your wife's birthday during lockdown?  pic.twitter.com/Lr3292KOzm,[]
52,2020-06-01 22:58:12,"@BeingSalmanKhan Respected Sir. 
I'm from  Gangasagar, coastal area of Bengal. We are fully affected in super cyclone Amfan.  Lots of people lost their homes.people are completely disoriented due to the lockdown and the storm. I hope your foundation helps us in this situation. – at Ganga Sagar",[]
53,2020-06-01 22:51:28,"Sir, my sincere request you not to visit Kolkata now because WB has become the hotspot and looks like encouraging the community gathering & also lockdown is released there. there's nothing precautions following.",[]
54,2020-06-01 22:50:29,"Cheese with other home made food is the best thing for me to fight against corona in this lockdown.

#ContestAlert
#CheeseDay 🍕 🍕
#contest #GiveawayAlert #Contestgiveaway
Tagging,
@Manab_m3
@GoswamiEsha
@esha_112
@Lilla_Graffeo
@Im_Monjil","['#contestalert', '#cheeseday', '#contest', '#giveawayalert', '#contestgiveaway']"
55,2020-06-01 22:49:35,What would be the first thing you do when the #COVIDー19 is under control & things gets back to normal ? #COVID #corona #COVID19India #lockdown,"['#covidー19', '#covid', '#corona', '#covid19india', '#lockdown']"
56,2020-06-01 22:48:13,"It was tough to see you go, brother @kg_Cashaa. Excellent 60 days together and more before the #lockdown started, while we were working on the #Crypto #roadshow

Let's assemble soon @trendingateeq @DKMDKM76 @RiG1911 @Tabassumnaiz to make @ind_cryptobulls a #GRAND #REALITY pic.twitter.com/D5TWQU9tgH","['#lockdown', '#crypto', '#roadshow', '#grand', '#reality']"
57,2020-06-01 22:45:59,She took so much time to respond to this. Everyone knows she did nothing much during the Lockdown. She has all the reason to keep acting as govt mouthpiece.,[]
58,2020-06-01 22:44:15,"Are yaar yeh lockdown
Full irritation 😠😠😠 – at Vrundavan Society,Raj Mahel Road Patan",[]
59,2020-06-01 22:43:46,Another month of self imposed lockdown. F**k. 😩😩,[]
60,2020-06-01 22:43:41,Utilizing you smartphone and lockdown time smartly.... @ COMPLiT Computer Education  https://www.instagram.com/p/CA5oM3GJzGV/?igshid=1rdfv0ods2ttf …,[]
61,2020-06-01 22:42:24,"For the last 20 days, the live network of all the people in our village has been very poor. I have tweeted 25 so far but there is no result of it, what should people do without net at home in lockdown.
My number is 8800573474
@JioCare @relianceji @DoT_India @rsprasad @ITS_MoC",[]
62,2020-06-01 22:41:42,Who was held liable for stupidity like lockdown inside lockdown???🤔🤔🤔  https://twitter.com/sumanthraman/status/1267487042738352128 …,[]
63,2020-06-01 22:41:39,"Me to my books during lockdown
@ritenalwyschill @Sulagna_Speaks
#tumegalapare pic.twitter.com/xOSgfa43Fc",['#tumegalapare']
64,2020-06-01 22:41:38,by only increasing the lockdown isn't gonna help! by allowing people to move to their native places by leaving their own house isn't right! Y'all just putting the lives of the people in that region in DANGER!,[]
65,2020-06-01 22:41:26,"Was lockdown series for this ?? 
@PMO_NaMo @PMOIndia @narendramodi_in @AmitShahOffice @AmitShah @ashokgehlot51 @RajCMO pic.twitter.com/8uUJnN6a5B",[]
66,2020-06-01 22:41:21,We are opening up not because its safe but it’s economic compultion & reality that we will have to learn to live with it. No state/centre politician now has courage to extend the lockdown anyways😊 #endthelockdown #postcovidworld #staysafe,"['#endthelockdown', '#postcovidworld', '#staysafe']"
67,2020-06-01 22:41:05,"U should not advise bankers to leave job and should respect them also as they are covid warriors they are the back bone of economy and PSB are always ready for govt call we worked day and night for jandhan , demonitization as well as also in lockdown we are serving nation .",[]
68,2020-06-01 22:40:04,There was perhaps no metric to announce a stringent lockdown but that was acceptable and safe. Having all but withdrawn the lockdown there sure is no metric for relaxation. LD 1.0 and unlock should have been the plan. What started with a bang is now a whimper,[]
69,2020-06-01 22:39:56,"For the last 20 days, the live network of all the people in our village has been very poor. I have tweeted 25 so far but there is no result of it, what should people do without net at home in lockdown.
 My number is 8800573474
 @aajtak @ndtv @ABPNews @ANI @DDNewslive @ZeeNews",[]
70,2020-06-01 22:38:59,"Work of Unnati, Provided grocery to needy people during lockdown.  At Bhingar, Ahmednagar  pic.twitter.com/WWofmEZQl9",[]
71,2020-06-01 22:38:58,@gpsinghassam @himantabiswa sir I am planning to come back home as WB situation is alarming & scary . I am in complete lockdown with no interaction with outside world since March 16. I am requesting home quarantine as I fear to go institutional quarantine.Gr8 work done bst wishes,[]
72,2020-06-01 22:37:09,"Even if the #lockdown eases out & #Unlock1Point0 starts , strictly follow Govt guidelines . We will soon be #coronafree #COVID19Lockdown #coronavirus #welldonebaby pic.twitter.com/aIB4oS6qJD","['#lockdown', '#unlock1point0', '#coronafree', '#covid19lockdown', '#coronavirus', '#welldonebaby']"
73,2020-06-01 22:34:09,"Sorry to say that I failed to understand the true policyof #Lockdown! When the average was low between strict lockdown,while it ended onway to top avg? Request to @dcganderbal plz look the matter andtake reasonable #precautions #keep #lockdown again or may loss the winning battle","['#lockdown', '#precautions', '#keep', '#lockdown']"
74,2020-06-01 22:33:56,Pakistan further eases the lockdown. Looks like govt has decided to try their luck with herd immunity. They should look into appointing police/armed forces for the security and safety of doctors. And people should mentally prepare themselves to lose their vulnerable loved ones.,[]
75,2020-06-01 22:33:46,"Get well soon my dear Country😷🙂💚
#Covid19 #Lockdown #LocustAttack #PIAPlaneCrash pic.twitter.com/Bf9uA5QR9e","['#covid19', '#lockdown', '#locustattack', '#piaplanecrash']"
76,2020-06-01 22:33:42,Lockdown 5 is like that part of a video game where you know you're losing it so you continue anyway,[]
77,2020-06-01 22:29:52,"Just hoping for the time when I’ll be back perfectly normal with my Fingers😶!

#lockdown #extension #music #life #musician #tired #need #normalcy pic.twitter.com/cfKy9z0xjD – at SriRangam","['#lockdown', '#extension', '#music', '#life', '#musician', '#tired', '#need', '#normalcy']"
78,2020-06-01 22:28:43,Very much disappointed.  Had been a loyal customer since so long and yet you can't even promise us good net during lockdown. @airtelindia,[]
79,2020-06-01 22:28:31,"How can #Maharashtra achieve an air quality index of 60 post #lockdown? 

Find out about this and more on June 03, 2020 in a #zoomcall. Limited seats available. REGISTER NOW!  https://forms.gle/TV3VGV4cmyPHRPTF8 …
#SaalBhar60 #lockdown2020 pic.twitter.com/oFwahhCFEm","['#maharashtra', '#lockdown', '#zoomcall', '#saalbhar60', '#lockdown2020']"
80,2020-06-01 22:25:58,"#quarantine #lockdown #day66 #today is about #picking #fresh #veggies from the #kitchen #garden . #Fresh #veggies which was sowed after lockdown started 
Whats are your #quarantineplans ?? #stayhome #grow #food…  https://www.instagram.com/p/CA5mMY0HaTD/?igshid=1qepmrn3ct3lg …","['#quarantine', '#lockdown', '#day66', '#today', '#picking', '#fresh', '#veggies', '#kitchen', '#garden', '#fresh', '#veggies', '#quarantineplans', '#stayhome', '#grow', '#food']"
81,2020-06-01 22:25:36,"I hope govts will hear Dr Muliyil.

I am hugely dissatisfied with today's decision of @CMO_Odisha on #LockDown & #ShutDown.

I supported most decisions of Odisha govt on #Covid19. I wasn't very critical of any. But, I am very critical of today's decisions.

#ForgetCorona https://twitter.com/IndiaToday/status/1267487207314472961 …","['#lockdown', '#shutdown', '#covid19', '#forgetcorona']"
82,2020-06-01 22:25:04,"Sir, please draw your attention towards the bad condition of Dayal Sar Road and pending work of sewage and water pipe line. Which is on hold since long due to lockdown.",[]
83,2020-06-01 22:24:30,Coronavirus India lockdown Day 69 live updates | Eight more die of COVID-19 in West Bengal; 271 fresh cases reported:  https://www.thehindu.com/news/national/india-coronavirus-lockdown-june-1-2020-live-updates/article31719426.ece …,[]
84,2020-06-01 22:24:00,"@BDUTT post lockdown you should open and University of media and teach all the leading media houses the true way of journalism. We sre so proud of you ma'am. You bought us tears that day & smile today! ♥️
#CoronaWarriors @themojo_in pic.twitter.com/5RlogQWRCU",['#coronawarriors']
85,2020-06-01 22:23:46,"Lockdown birthday with home made cake.😊
Thank you all for the birthday wishes. You really made my day!
#HappyBirthday #birthday #birthdayboy pic.twitter.com/pLQEBxHmxJ","['#happybirthday', '#birthday', '#birthdayboy']"
86,2020-06-01 22:23:35,Have donated a couple of times to your campaign. Please may I request you to try and feed the people of Banda village in UP who are dying of starvation during this lockdown. @sardesairajdeep and @IndiaToday did a story on their plight today. Grateful if some help goes their way.,[]
87,2020-06-01 22:23:22,"How a poor laborer who was teaching his son or daughter, whose work has been snatched in lockdown, would be able to pay hefty examination fees.
@OfficeofSSC @ChouhanShivraj @PMOIndia @CMMadhyaPradesh",[]
88,2020-06-01 22:21:38,"“Happiness is Homemade”😋
.
#lockdown#homemade#quarantine#bake#icing#banana#bread#chocolate#quarantinelife#quarantinecookingclub#quarantinecook @ Delhi, India  https://www.instagram.com/p/CA5lsogn8-j/?igshid=8mh37ktmtpq3 …",[]
89,2020-06-01 22:21:07,"N i also feel blessed when my mother say.......aik second haan jab sey lockdown start huwa hey tab sey
🤗Tu hamara beta v nhi beti v hey....saarey kaam kerney padd rahey hey bai god🧐  https://twitter.com/Tedddy_bearrr/status/1267338542616903680 …",[]
90,2020-06-01 22:19:07,"#ApnoKiMeeting 

Good to see our team members of @DelhiBadlo on VC with @iSinghApurva ji.

All are under lockdown but Josh Is High Sir 🙋‍♂️💪  pic.twitter.com/cmHzihd3Vp",['#apnokimeeting']
91,2020-06-01 22:17:08,One of the best things I made this summer during the lockdown was this fabulous mango mousse. It has just two ingredients! Find the recipe here- https://www.divinetaste.com/quick-and-easy-eggless-mango-mousse/ … #mango #lockdownrecipes #divinetaste pic.twitter.com/ZxctpjUlAs,"['#mango', '#lockdownrecipes', '#divinetaste']"
92,2020-06-01 22:16:55,Me to Coronavirus after the end of Lockdown.  pic.twitter.com/54mjiucRRr,[]
93,2020-06-01 22:16:11,Kundalakesi is against the Lockdown 🤷‍♂️  https://twitter.com/OldTamilPoetry/status/1267062242488418312 …,[]
94,2020-06-01 22:13:47,"Clearly lockdown has initiated some amazing instances of WhatsappCommerce! We have WA groups for all kinds of products/services - from mangoes, theplas, fish, AC repairs! Join group, route orders, get delivery! 

Before FB-Jio can create it formally, its already happening anyway!",[]
95,2020-06-01 22:12:42,@myogiadityanath @AmitShahOffice @PMOIndia @BJP4UK My Father Posted at uttrakhand.From 1st lockdown No came at home Farrukhabad UP  due to very bad policy adopted UK State  till now  NO movement of their personal vehicle and gov Buses . unlock 1 period also not permitted from UP.,[]
96,2020-06-01 22:12:30,"Strange. My windows open to lake. Saw it going dryer & dryer before rain started.
Visited lake many times before lockdown , &
saw sewage channel flowing.
Wonder what's this BET vested interest in stopping the work. Where they were for all these years in lake battle  pic.twitter.com/A9hcXHgLLM",[]
97,2020-06-01 22:10:22,"What service is offered by schools during lockdown for kids upto class V ?

Online classes were for parents and not for kids 🤣🤣🤣

By your own logic no fee should be  payable as no services were rendered.",[]
98,2020-06-01 22:10:19,"Inadequate, Inefficient Staff at Mediocre Hospitals, poses a Threat call for "" Patients"" & Inordinate Services at Pvt.Hospitals, amidst Lockdown, compels one to "" Neglect""",[]
99,2020-06-01 22:09:41,We've been reading about the man who takes his wife to the hospital for dialysis on his thelagada in the news. The lockdown has really been hard for all but mostly very tough for them(daily wage workers). So there is a collective approach going on to help them led by @aneekarma https://twitter.com/kathmandupost/status/1267394920697876480 …,[]
100,2020-06-01 22:09:34,What desision has been taken for emi moratorium extension 2.0 for month of june july and august as a enterpreneur its been difficult facing this financial crunch due to lockdown and it will take a while to get back on track..@YESBANK,[]
101,2020-06-01 22:09:06,"Quality tests , quality masks nd quality treatment for Coronavirus patients at well equipped hospitals with free of cost nd stay at home means complete lockdown is the only scientific solution otherwise don't confuse public just announce all opened with sop n that's ok
Sorry Sir",[]
102,2020-06-01 22:07:29,"Desh lockdown se Jhujh rha hai but ye company apni pollution phailani ki harkat se baaz nhi aa rha...
This is the humble request to you to take action on it..
@CMOfficeUP @ghaziabadpolice @dm_ghaziabad @CPCB_OFFICIAL @the_hindu pic.twitter.com/iPhsxK0yEj",[]
103,2020-06-01 22:06:48,"Times of India: Hyderabad lockdown news: Today's updates.
 https://timesofindia.indiatimes.com/city/hyderabad/coronavirus-in-hyderabad-latest-news-updates-on-hyderabad-corona-cases-deaths-1-june-2020/articleshow/76127570.cms …

via @GoogleNews",[]
104,2020-06-01 22:05:33,@PSPCLPb @capt_amarinder @CMOPb I have received elec. bill of over 54000 for my home. Kindly look into it as bill is incorrect and I can't afford to pay such a huge amount amidst this lockdown and this wrong bill will create Financial havoc for me & my family @PunjabPoliceInd,[]
105,2020-06-01 22:05:22,"@Tukaram_IndIAS 
Sir kitna dukan and medical stores lockdown se chalu hai, kya unka testing hua kya?
Because they are dealing with general public. Pls look into the matter. Proud of you.",[]
106,2020-06-01 22:01:21,"The best way to relax and get out of the #MiddleClass #troubles,#lockdown, #work, #rain or no rain, #PIlife or real #life, #stress . #Walk just walk nothing but walk. pic.twitter.com/woSC9044zf","['#middleclass', '#troubles', '#lockdown', '#work', '#rain', '#pilife', '#life', '#stress', '#walk']"
107,2020-06-01 22:00:59,Lockdown Khul Gaya Hamen Ration Nahin Mila//And those who support Kejriwal got three times three times. After every 10 days they got them!  pic.twitter.com/XaJXmEYugn,[]
108,2020-06-01 21:59:31,"To all those who are criticising Imran Khan for easing lockdown. Calm down pals,stay home, just chill no one is forcing you out of your houses🤷‍♂️. And let government take care of the poor you don’t even consider.",[]
109,2020-06-01 21:58:42,"People who totally depend on tourism are dying, the small shop keepers, vendors, and hundred other businesses are #thap due to #lockdown #COVID19 pic.twitter.com/qVv8gGanF4 – at Mall Road","['#thap', '#lockdown', '#covid19']"
110,2020-06-01 21:55:27,Insaan lockdown me hain or Tiddey world tour par hain🙄🙄  pic.twitter.com/C8rPXQgvXX,[]
111,2020-06-01 21:55:23,"Weddings Post Lockdown!👰💍
#TranzitionWE pic.twitter.com/QIcDfyezd8",['#tranzitionwe']
112,2020-06-01 21:54:25,wht about those people who haven't got the salary in this lockdown period...companies denied to pay the salary...,[]
113,2020-06-01 21:53:12,"Corona Update till 09:00 PM.
#Lockdown_5.0 #Meerut pic.twitter.com/IMgSBZ5kBT","['#lockdown_5', '#meerut']"
114,2020-06-01 21:51:57,"#CoronaIsNotAJoke okey?  
Saturday Sunday ko full lockdown hoga :#PM IK. 
Sat Sunday  corona k Rest days hain 😅😜 pic.twitter.com/w1zaXOqPvv","['#coronaisnotajoke', '#pm']"
115,2020-06-01 21:51:35,You ulloo k pathay! By ashrafia he meant the elite who are the majority in the pressure group.Pressure group moulds policies of government by criticism and other pressure tactics. Just like they did by making him impose lockdown around the country.  https://twitter.com/MurtazaViews/status/1267452030186119170 …,[]
116,2020-06-01 21:51:04,"Thank you @OnePlus_IN @OnePlus_Support @oneplus for the support in this Lockdown period...just 4 hours and my phone was on track again...
Thanks a lot once again @OnePlus_Support pic.twitter.com/iYRS4ZUuG8",[]
117,2020-06-01 21:50:02,"front of his clinic that caused traffic jam in the area for hours today.
Health Ministry has not yet varified the medicine and nogociations in this regard will be aired soon. 
No coronavirus anymore. 
No social distancing
No masks 
No lockdown
Very very soon  pic.twitter.com/5294NrPwCc",[]
118,2020-06-01 21:49:37,Lockdown/Social distancing ke sath birthday manaya #birthday #SocialDistanacing pic.twitter.com/ufaubzi7Gf – at DB Woods,"['#birthday', '#socialdistanacing']"
119,2020-06-01 21:48:32,"Lockdown has opened up but are we able to fight this epidemic?
All of us are wandering out of lockdown as soon as it opens, but are we able to keep the faith that our government believes in us?
Ask yourself these question, care about our own when you get out of the house everyday",[]
120,2020-06-01 21:46:15,"Sir , you have been effective in convincing the masses during this lockdown; now you must prove that all the measures - CAA; NRC etc need to be implemented as soon as possible!",[]
